lat,lng,formatted_address,city,uf,cep
-23.5841,-46.68255,"Rua Iguatemi, 276, Itaim Bibi, São Paulo - SP, 01451-011, Brasil",São Paulo,SP,01451-011
-23.55395,-46.68596,"Barouche, Rua Medeiros de Albuquerque, Pinheiros, São Paulo - SP, 05436-060, Brasil",São Paulo,SP,05436-060
-23.56803,-46.66415,"Rua Peixoto Gomide, 1901, Jardim Paulista, São Paulo - SP, 01409-002, Brasil",São Paulo,SP,01409-002
-23.55848,-46.64654,"Rua Treze de Maio, 596, Bela Vista, São Paulo - SP, 01327-000, Brasil",São Paulo,SP,01327-000
-27.60042,-48.54549,"Avenida Mauro Ramos, 80, Centro, Florianópolis - SC, 88020-300, Brasil",Florianópolis,SC,88020-300
-23.56859,-46.6492,"Rua Manuel da Nóbrega, 66, Vila Mariana, São Paulo - SP, 04001-000, Brasil",São Paulo,SP,04001-000
-23.56365,-46.66424,"Rua Padre João Manuel, 708, Jardim Paulista, São Paulo - SP, 01411-001, Brasil",São Paulo,SP,01411-001
-23.49226,-46.62948,"Rua Pontins, 52, Santana, São Paulo - SP, 02404-010, Brasil",São Paulo,SP,02404-010
-23.55402,-46.68916,"Rua Harmonia, 521, Pinheiros, São Paulo - SP, 05435-000, Brasil",São Paulo,SP,05435-000
-23.57164,-46.65858,"Alameda Campinas, 1333, Jardim Paulista, São Paulo - SP, 01404-002, Brasil",São Paulo,SP,01404-002
-23.54485,-46.64801,"Rua Amaral Gurgel, 352, Consolação, São Paulo - SP, 01221-001, Brasil",São Paulo,SP,01221-001
