name,storechain,place_id,formatted_address,city,admin_area,uf,country,cep,lat,lng,categories,types,rating,source,metadata,Nº,Praça,Formato,Veículo,Endereço,Latitude,Longitude
,,,"Residencial Villa Carioca, Rua Barão de Mesquita, Andaraí, Rio de Janeiro - RJ, 20540-003, Brasil",Rio de Janeiro,,RJ,,20540-003,-22.92674,-43.24674,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA URUGUAI, 205",-22.926665,-43.2467724
,,,"Rua Gonzaga Bastos, 401, Vila Isabel, Rio de Janeiro - RJ, 20541-000, Brasil",Rio de Janeiro,,RJ,,20541-000,-22.91603,-43.24217,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA PEREIRA NUNES, 390 - LOJA A/B",-22.9160801,-43.2425483
,,,"Rua Visconde de Pirajá, 228, Ipanema, Rio de Janeiro - RJ, 22410-000, Brasil",Rio de Janeiro,,RJ,,22410-000,-22.98428,-43.20163,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA VISCONDE DE PIRAJÁ, 156 - LOJA J",-22.9844729,-43.2017153
,,,"Rua Mesquitinha, 155, Barra da Tijuca, Rio de Janeiro - RJ, 22793-297, Brasil",Rio de Janeiro,,RJ,,22793-297,-23.00281,-43.39826,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 8585 - LOJA 120",-23.002709,-43.398054
,,,"Avenida Ataulfo de Paiva, 386, Leblon, Rio de Janeiro - RJ, 22440-035, Brasil",Rio de Janeiro,,RJ,,22440-035,-22.98367,-43.21962,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,": AV. ATAULFO DE PAIVA, 386 - LOJA B - LEBLON,",-22.9836372,-43.2196299
,,,"Rua Cachambi, 242, Cachambi, Rio de Janeiro - RJ, 20775-182, Brasil",Rio de Janeiro,,RJ,,20775-182,-22.89042,-43.27361,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA CACHAMBI, 357, LJ. 1",-22.8903975,-43.2736253
,,,"Rua Engenheiro Coelho Cintra, 185, Portuguesa, Rio de Janeiro - RJ, 21920-420, Brasil",Rio de Janeiro,,RJ,,21920-420,-22.80185,-43.20385,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AV. MAESTRO PAULO E SILVA, 400 - LOJA 305/306",-22.8019516,-43.2037445
,,,"Estrada Rodrigues Caldas, 127, Taquara, Rio de Janeiro - RJ, 22713-372, Brasil",Rio de Janeiro,,RJ,,22713-372,-22.92361,-43.3751,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA RODRIGUES CALDAS, 127 SHOPPING TAQUARA PLAZA PISO L2",-22.9234274,-43.3752212
,,,"Rua Humberto de Campos, 962, Leblon, Rio de Janeiro - RJ, 22430-190, Brasil",Rio de Janeiro,,RJ,,22430-190,-22.98249,-43.2244,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA GEN. URQUIZA, 132",-22.9826668,-43.2243177
,,,"Estrada do Portela, 99, Madureira, Rio de Janeiro - RJ, 21351-050, Brasil",Rio de Janeiro,,RJ,,21351-050,-22.87288,-43.33889,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"ESTRADA DO PORTELA, 99, LJ. 281",-22.872923,-43.3388624
,,,"BURGER KING, Avenida das Américas, 15500, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-381, Brasil",Rio de Janeiro,,RJ,,22790-381,-23.01136,-43.46133,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 15500 - LOJA 145",-23.0114255,-43.4612586
,,,"Chifon, Rua Professor Alfredo Gomes, Botafogo, Rio de Janeiro - RJ, 22251-080, Brasil",Rio de Janeiro,,RJ,,22251-080,-22.94748,-43.18329,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"PRAIA DE BOTAFOGO, 400 - LOJA 243 - BOTAFOGO RJ",-22.9475281,-43.183163
,,,"mahogany, Campo Grande, Rio de Janeiro - RJ, 23092-001, Brasil",Rio de Janeiro,,RJ,,23092-001,-22.8641,-43.54886,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"ESTR. DO MENDANHA, 555 - LOJA 287A",-22.8638915,-43.5490995
,,,"Rua Visconde de Pirajá, 265, Ipanema, Rio de Janeiro - RJ, 22410-001, Brasil",Rio de Janeiro,,RJ,,22410-001,-22.98448,-43.20338,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,RUA VISCONDE DE PIRAJA 265 B,-22.9845062,-43.2033624
,,,"Rua Conde de Bonfim, 535, Tijuca, Rio de Janeiro - RJ, 20520-052, Brasil",Rio de Janeiro,,RJ,,20520-052,-22.92909,-43.23664,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA CONDE DE BONFIM, 535, LJ. B",-22.9290846,-43.2366209
,,,"EZvolt, Avenida Jornalista Tim Lopes, 255, Barra da Tijuca, Rio de Janeiro - RJ, 22640-105, Brasil",Rio de Janeiro,,RJ,,22640-105,-22.99726,-43.34764,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,AVENIDA JORNALISTA TIM LOPES 255,-22.9972564,-43.3476364
,,,"Estrada Rodrigues Caldas, 48, Jacarepaguá, Rio de Janeiro - RJ, 22713-373, Brasil",Rio de Janeiro,,RJ,,22713-373,-22.93808,-43.40949,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"ESTR. DOS TRÊS RIOS, 1097 - SALA 324",-22.9365727,-43.4160668
,,,"Lindt, Avenida Pastor Martin Luther King Júnior, 126, Del Castilho, Rio de Janeiro - RJ, 20760-005, Brasil",Rio de Janeiro,,RJ,,20760-005,-22.87825,-43.27242,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,AV PASTOR MARTIN LUTHER KING JR 126 BLOCO 1 APTO 202,-22.878194,-43.27248468
,,,"Rua Marquês de Paraná, 10, Flamengo, Rio de Janeiro - RJ, 22230-030, Brasil",Rio de Janeiro,,RJ,,22230-030,-22.93824,-43.17654,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"R. MARQUÊS DE PARANÁ, 10",-22.9382547,-43.1765817
,,,"Rua Voluntários da Pátria, 185, Botafogo, Rio de Janeiro - RJ, 22270-010, Brasil",Rio de Janeiro,,RJ,,22270-010,-22.95281,-43.18783,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA VOLUNTÁRIOS DA PÁTRIA, 185",-22.95284594,-43.18784553
,,,"Clínica Bird Care, Avenida das Américas, 4666, Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brasil",Rio de Janeiro,,RJ,,22640-102,-22.99768,-43.35817,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 4666 - PISO 1 LOJA 183/184",-22.99765,-43.35812
,,,"Lisht, Estrada da Gávea, 899, São Conrado, Rio de Janeiro - RJ, 22610-001, Brasil",Rio de Janeiro,,RJ,,22610-001,-22.99614,-43.25926,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"ESTRADA DA GÁVEA, 899 - LOJA 221 D/E 1",-22.99626,-43.25929
,,,"Giraffas, Avenida Lauro Sodré, 445, Botafogo, Rio de Janeiro - RJ, 22290-160, Brasil",Rio de Janeiro,,RJ,,22290-160,-22.95723,-43.17617,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA LAURO SODRÉ, 445 - LOJA 401/D-100",-22.95723,-43.17617
,,,"Avenida Rodolfo Amoedo, 156, Barra da Tijuca, Rio de Janeiro - RJ, 22620-350, Brasil",Rio de Janeiro,,RJ,,22620-350,-23.01053,-43.317,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA RODOLFO AMOEDO, 156",-23.01049,-43.3169
,,,"Escolinha Bernard - Vôlei de Praia, Avenida Maracanã, Tijuca, Rio de Janeiro - RJ, 20511-000, Brasil",Rio de Janeiro,,RJ,,20511-000,-22.92197,-43.23535,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA MARACANÃ, 987 - LOJA 1030",-22.92193,-43.23537
,,,"BMW, Avenida Adalgisa Colombo, Barra Olímpica, Rio de Janeiro - RJ, 22775-040, Brasil",Rio de Janeiro,,RJ,,22775-040,-22.97101,-43.37227,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA EMBAIXADOR ABELARDO BUENO, 1300",-22.97101,-43.37226
,,,"L'Occitane, Avenida das Américas, 7777, Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brasil",Rio de Janeiro,,RJ,,22793-081,-23.00139,-43.38587,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 7777 - LOJA 221",-23.00142,-43.38589
,,,"Droga Raia, Avenida Afrânio de Melo Franco, 290, Leblon, Rio de Janeiro - RJ, 22430-190, Brasil",Rio de Janeiro,,RJ,,22430-190,-22.98244,-43.21693,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA AFRÂNIO DE MELO FRANCO, 290 LOJA 102G",-22.98225,-43.21728
,,,"Garagem de Parqueamento, Rua Barão de São Francisco, Andaraí, Rio de Janeiro - RJ, 20560-032, Brasil",Rio de Janeiro,,RJ,,20560-032,-22.91942,-43.25006,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA BARÃO DE SÃO FRANCISCO, 236",-22.91932,-43.25018
,,,"Rua Antônio Cordeiro, 73, Freguesia (Jacarepaguá), Rio de Janeiro - RJ, 22750-310, Brasil",Rio de Janeiro,,RJ,,22750-310,-22.94106,-43.33846,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA ANTONIO CORDEIRO, 72",-22.94108,-43.33849
,,,"Mr Cheney Cookies Nova América, Estrada Adhemar Bebiano, Del Castilho, Rio de Janeiro - RJ, 20765-000, Brasil",Rio de Janeiro,,RJ,,20765-000,-22.87764,-43.27278,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA PASTOR MARTIN LUTHER KING JR, 126",-22.87765,-43.27282
,,,"Avenida das Américas, 19019, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-703, Brasil",Rio de Janeiro,,RJ,,22790-703,-23.02057,-43.48911,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMERICAS, 19019 - PISO 1 LOJA 103",-23.02077,-43.48916
,,,"Avenida Princesa Isabel, 323, Copacabana, Rio de Janeiro - RJ, 22011-011, Brasil",Rio de Janeiro,,RJ,,22011-011,-22.9622,-43.17529,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA PRINCESA ISABEL, 323 - 9 ANDAR",-22.96227,-43.17531
,,,"Avenida Albert Sabin, Barra da Tijuca, Rio de Janeiro - RJ, 22793-082, Brasil",Rio de Janeiro,,RJ,,22793-082,-23.00121,-43.42222,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 12300 - LOJA 127/128 - CONDOMÍNIO BLUE CENTER MALL",-23.00118,-43.42216
,,,"Projeteria, Avenida Ayrton Senna, 2150, Barra da Tijuca, Rio de Janeiro - RJ, 22775-003, Brasil",Rio de Janeiro,,RJ,,22775-003,-22.99266,-43.36342,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA AYRTON SENNA, 2150 - PAVIMENTO ZERO BLOCO M",-22.9928,-43.3634
,,,"Avenida Lúcio Costa, 159, Barra da Tijuca, Rio de Janeiro - RJ, 22630-010, Brasil",Rio de Janeiro,,RJ,,22630-010,-23.0103,-43.32707,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA LÚCIO COSTA, 3150 - LOJA 104",-23.01036,-43.32696
,,,"Trousseau, Avenida das Américas, 7777, Barra da Tijuca, Rio de Janeiro - RJ, 22793-081, Brasil",Rio de Janeiro,,RJ,,22793-081,-23.00156,-43.38541,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 7777 - LOJA 258",-23.00158,-43.38539
,,,"Bob's, Avenida Embaixador Abelardo Bueno, 1300, Barra Olímpica, Rio de Janeiro - RJ, 22775-040, Brasil",Rio de Janeiro,,RJ,,22775-040,-22.97099,-43.37218,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA EMBAIXADOR ABELARDO BUENO, 1300 – LOJA 2043",-22.97101,-43.3722
,,,"Rua Voluntários da Pátria, 468, Humaitá, Rio de Janeiro - RJ, 22270-000, Brasil",Rio de Janeiro,,RJ,,22270-000,-22.95603,-43.19764,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA VOLUNTÁRIOS DA PÁTRIA, 468 – LOJA A",-22.95601,-43.19767
,,,"Avenida Nossa Senhora de Copacabana, 891, Copacabana, Rio de Janeiro - RJ, 22060-001, Brasil",Rio de Janeiro,,RJ,,22060-001,-22.97513,-43.18943,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA NOSSA SENHORA DE COPACABANA, 895 – LOJA A/X",-22.97514,-43.18942
,,,"Rua Visconde de Pirajá, 595, Ipanema, Rio de Janeiro - RJ, 22410-002, Brasil",Rio de Janeiro,,RJ,,22410-002,-22.98403,-43.21285,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA VISCONDE DE PIRAJÁ, 595 – LOJA 116",-22.98414,-43.21285
,,,"Rua Visconde de Pirajá, 581, Ipanema, Rio de Janeiro - RJ, 22410-002, Brasil",Rio de Janeiro,,RJ,,22410-002,-22.98397,-43.21243,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA VISCONDE DE PIRAJÁ, 581",-22.98408,-43.21244
,,,"Rua das Laranjeiras, 20, Laranjeiras, Rio de Janeiro - RJ, 22240-000, Brasil",Rio de Janeiro,,RJ,,22240-000,-22.93157,-43.18005,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA DAS LARANJEIRAS, 22",-22.93161,-43.18005
,,,"BURGER KING, Rua Orlando Madeira de Ley, Recreio dos Bandeirantes, Rio de Janeiro - RJ, 22790-365, Brasil",Rio de Janeiro,,RJ,,22790-365,-23.01117,-43.46086,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 15500 - LOJA 243/252A",-23.01112,-43.46096
,,,"Rua Conde de Bonfim, 130, Tijuca, Rio de Janeiro - RJ, 20520-053, Brasil",Rio de Janeiro,,RJ,,20520-053,-22.92485,-43.22561,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA CONDE DE BONFIM, 130 - LOJA A",-22.92492,-43.2256
,,,"Rua Engenheiro Enaldo Cravo Peixoto, 185, Tijuca, Rio de Janeiro - RJ, 20540-106, Brasil",Rio de Janeiro,,RJ,,20540-106,-22.92214,-43.23432,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA SANTA SOFIA, 60, LOJA A",-22.9223323,-43.2345006
,,,"Rua Vinícius de Moraes, 288, Ipanema, Rio de Janeiro - RJ, 22411-010, Brasil",Rio de Janeiro,,RJ,,22411-010,-22.97983,-43.20241,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA VINÍCIUS DE MORAES, 288",-22.97983,-43.2024
,,,"Degusta Burger, Barra da Tijuca, Rio de Janeiro - RJ, 22640-102, Brasil",Rio de Janeiro,,RJ,,22640-102,-22.99858,-43.35086,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA DAS AMÉRICAS, 3900 - LOJA 129",-22.99845,-43.35101
,,,"Avenida Nossa Senhora de Copacabana, 73, Copacabana, Rio de Janeiro - RJ, 22020-002, Brasil",Rio de Janeiro,,RJ,,22020-002,-22.96426,-43.17441,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA NOSSA SENHORA DE COPACABANA, 75A",-22.96424,-43.17442
,,,"KFC, Avenida Marechal Fontenele, 3545, Jardim Sulacap, Rio de Janeiro - RJ, 21740-001, Brasil",Rio de Janeiro,,RJ,,21740-001,-22.88604,-43.40278,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"AVENIDA MARECHAL FONTENELLE, 3545",-22.88605,-43.40277
,,,"Rua Ana Barbosa, 12, Méier, Rio de Janeiro - RJ, 20735-120, Brasil",Rio de Janeiro,,RJ,,20735-120,-22.90161,-43.28055,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA ANA BARBOSA, 12",-22.90154,-43.2805
,,,"Rua Cachambi, 228, Cachambi, Rio de Janeiro - RJ, 20775-182, Brasil",Rio de Janeiro,,RJ,,20775-182,-22.89076,-43.27366,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA CACHAMBI, 228",-22.89076,-43.2737
,,,"Rua Sorocaba, 35, Botafogo, Rio de Janeiro - RJ, 22271-110, Brasil",Rio de Janeiro,,RJ,,22271-110,-22.95041,-43.19079,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA SOROCABA, 19 - SOBRELOJA",-22.95032,-43.19081
,,,"Rua Florânia, 27, Vista Alegre, Rio de Janeiro - RJ, 21230-700, Brasil",Rio de Janeiro,,RJ,,21230-700,-22.82783,-43.31746,,,,,,,Rio de Janeiro,Salões de Beleza,BDROPS,"RUA FLORANIA, 28 - LOJA F",-22.82784,-43.31773
,,,"Conde de Baependi, Rua Ministro Tavares de Lira, Catete, Rio de Janeiro - RJ, 22221-060, Brasil",Rio de Janeiro,,RJ,,22221-060,-22.93213,-43.17915,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA MINISTRO TAVARES DE LIRA, E/F AO Nº 75 / 93",-22.93208,-43.17907
,,,"Stand UP Paddle Rio, Rua Garcia d'Avila, Ipanema, Rio de Janeiro - RJ, 22421-010, Brasil",Rio de Janeiro,,RJ,,22421-010,-22.98574,-43.2094,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA GARCIA D'ÁVILA, OPOSTO AO Nº 17, FRENTE CONDOMINIO RESIDENCIAL, GARCIA D'AVILA",-22.98584,-43.209287
,,,"Rua Leopoldo Miguez, 150, Copacabana, Rio de Janeiro - RJ, 22060-020, Brasil",Rio de Janeiro,,RJ,,22060-020,-22.97757,-43.19175,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA LEOPOLDO MIGUEZ, E/F AO Nº 150, -, -",-22.97755,-43.191735
,,,"Avenida Lúcio Costa, Barra da Tijuca, Rio de Janeiro - RJ, 22795-006, Brasil",Rio de Janeiro,,RJ,,22795-006,-23.01082,-43.36516,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA LúCIO COSTA PRóX. CRUZAM. AV. AYRTON SENNA, EM FRENTE AO Nº 6450 CANTEIRO CENTRAL, - COM MEDIDOR",-23.010736,-43.365166
,,,"Avenida Lúcio Costa, Barra da Tijuca, Rio de Janeiro - RJ, 22795-006, Brasil",Rio de Janeiro,,RJ,,22795-006,-23.01082,-43.36516,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA LúCIO COSTA PRóX. CRUZAM. AV. AYRTON SENNA, EM FRENTE AO Nº 6450 CANTEIRO CENTRAL, - COM MEDIDOR",-23.010736,-43.365166
,,,"Markes Running, Avenida Epitácio Pessoa, Lagoa, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.97888,-43.20131,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, OPOSTO AO Nº 1924, CANTEIRO CENTRAL",-22.97905,-43.20125
,,,"Avenida Epitácio Pessoa, 1015, Lagoa, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.97341,-43.20228,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, OPOSTO AO Nº 2900",-22.973401,-43.202103
,,,"Avenida Presidente Vargas, 1997, Centro, Rio de Janeiro - RJ, 20210-030, Brasil",Rio de Janeiro,,RJ,,20210-030,-22.90667,-43.19346,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AV. PRESIDENTE VARGAS, E/F AO NúMERO 1997, CENTRO INTEGRADO DA PESSOA C DEFICIêNCIA",-22.90626,-43.19368
,,,"Avenida Epitácio Pessoa, Lagoa, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.98053,-43.21311,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, OPOSTO AO Nº 604",-22.980689,-43.213116
,,,"Avenida Epitácio Pessoa, Lagoa, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.98053,-43.21311,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, OPOSTO AO Nº 604",-22.980689,-43.213116
,,,"Avenida Epitácio Pessoa, Lagoa, Rio de Janeiro - RJ, 22410-090, Brasil",Rio de Janeiro,,RJ,,22410-090,-22.98046,-43.21076,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, OPOSTO AO Nº 850, CANTEIRO CENTRAL",-22.98052,-43.21076
,,,"Oficina de São Diogo, Rua Afonso Cavalcanti, Cidade Nova, Rio de Janeiro - RJ, 20211-110, Brasil",Rio de Janeiro,,RJ,,20211-110,-22.91063,-43.2055,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA AFONSO CAVALCANTI, E/F 455, PRóXIMO à PASSARELA DO METRô, CIDADE NOVA",-22.91055,-43.20537
,,,"Rua Sá Ferreira, 19, Copacabana, Rio de Janeiro - RJ, 22071-100, Brasil",Rio de Janeiro,,RJ,,22071-100,-22.98096,-43.19046,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA Sá FERREIRA, NA LATERAL DO Nº 3628, DA AVENIDA ATLâNTICA, -",-22.980839,-43.190339
,,,"Avenida Epitácio Pessoa, 4254, Lagoa, Rio de Janeiro - RJ, 22471-003, Brasil",Rio de Janeiro,,RJ,,22471-003,-22.96964,-43.2055,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, EM FRENTE AO NúMERO 4224",-22.96957,-43.205684
,,,"Avenida Epitácio Pessoa, 4254, Lagoa, Rio de Janeiro - RJ, 22471-003, Brasil",Rio de Janeiro,,RJ,,22471-003,-22.96964,-43.2055,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA EPITáCIO PESSOA, EM FRENTE AO NúMERO 4224",-22.96957,-43.205684
,,,"Bikerio - Estação 248 Downtown, Avenida das Américas, Barra da Tijuca, Rio de Janeiro - RJ, 22640-100, Brasil",Rio de Janeiro,,RJ,,22640-100,-23.00422,-43.32057,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA DAS AMéRICAS, E/F Nº 500 PRóXIMO AO ACESSO DE AUTO, COM MEDIDOR - COM MEDIDOR",-23.00422,-43.32055
,,,"Rua Gastão Formenti, 54, Barra da Tijuca, Rio de Janeiro - RJ, 22630-080, Brasil",Rio de Janeiro,,RJ,,22630-080,-23.01019,-43.33951,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA LúCIO COSTA, E/F Nº 3646, ESQUINA COM RUA GASTãO FOMENTI",-23.01019,-43.33962
,,,"Unifocus, Avenida Rio Branco, Centro, Rio de Janeiro - RJ, 20040-004, Brasil",Rio de Janeiro,,RJ,,20040-004,-22.90206,-43.17897,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA DA ALFâNDEGA, E/F Nº 70, ESQUINA COM AV. RIO BRANCO, - COM MEDIDOR",-22.90207,-43.178957
,,,"Avenida Belisário Leite de Andrade Neto, 36, Barra da Tijuca, Rio de Janeiro - RJ, 22621-270, Brasil",Rio de Janeiro,,RJ,,22621-270,-23.01463,-43.30636,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AV. BELISáRIO LEITE DE ANDRADE NETO, OPOSTO AO Nº 80, PRóXIMO à PRAçA JORNALISTA MáRIO FILHO",-23.01472,-43.30655
,,,"Avenida Belisário Leite de Andrade Neto, 36, Barra da Tijuca, Rio de Janeiro - RJ, 22621-270, Brasil",Rio de Janeiro,,RJ,,22621-270,-23.01463,-43.30636,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AV. BELISáRIO LEITE DE ANDRADE NETO, OPOSTO AO Nº 80, PRóXIMO à PRAçA JORNALISTA MáRIO FILHO",-23.01472,-43.30655
,,,"Túnel Prefeito Marcello Alencar, Gamboa, Rio de Janeiro - RJ, 20220-361, Brasil",Rio de Janeiro,,RJ,,20220-361,-22.89274,-43.19291,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AV RODRIGUES ALVES, ATRáS DO AQUARIO",-22.892773,-43.192915
,,,"Túnel Prefeito Marcello Alencar, Gamboa, Rio de Janeiro - RJ, 20220-361, Brasil",Rio de Janeiro,,RJ,,20220-361,-22.89315,-43.19085,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA SILVINO MONTENEGRO, NA LATERAL DO Nº 379 DA AV. RODRIGUE, DA AV. RODRIGUES ALVES",-22.893109,-43.190839
,,,"Rua Rivadávia Corrêa, Gamboa, Rio de Janeiro - RJ, 20220-290, Brasil",Rio de Janeiro,,RJ,,20220-290,-22.89363,-43.19607,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA RIVADáVIA CORRêA, NA LATERAL DO Nº 299, DA RUA ARLINDO RODRIGUES",-22.89364,-43.19603
,,,"Alameda dos Palmeirais, Barra da Tijuca, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-23.01055,-43.3312,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA LúCIO COSTA, PRóXIMO AO Nº 3600, NO CANTEIRO PRóXIMO AO QUIOSQUE",-23.010558,-43.331062
,,,"Alameda dos Palmeirais, Barra da Tijuca, Rio de Janeiro - RJ, Brasil",Rio de Janeiro,,RJ,,,-23.01055,-43.3312,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"AVENIDA LúCIO COSTA, PRóXIMO AO Nº 3600, NO CANTEIRO PRóXIMO AO QUIOSQUE",-23.010558,-43.331062
,,,"Praia do Flamengo, Flamengo, Rio de Janeiro - RJ, 22210-065, Brasil",Rio de Janeiro,,RJ,,22210-065,-22.93513,-43.17418,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"PRAIA DO FLAMENGO, OPOSTO AO Nº300, SUBTERRâNEO",-22.93512,-43.17412
,,,"Rua Frei Caneca, 201, Catumbi, Rio de Janeiro - RJ, 20231-031, Brasil",Rio de Janeiro,,RJ,,20231-031,-22.91419,-43.19584,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA FREI CANECA, PRóXIMO AO Nº 239, -, -",-22.91419,-43.19582
,,,"Praça Senador Salgado Filho, Centro, Rio de Janeiro - RJ, 20021-340, Brasil",Rio de Janeiro,,RJ,,20021-340,-22.91138,-43.16824,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"PRAçA SENADOR SALGADO FILHO, OPOSTO AO AEROPORTO SANTOS, DUMONT - CANTEIRO PRóXIMO AO MONUMENTO, ALBERTO SANTOS DUMONT",-22.91138,-43.16824
,,,"Rua Rodolfo Dantas, 40C, Copacabana, Rio de Janeiro - RJ, 22020-040, Brasil",Rio de Janeiro,,RJ,,22020-040,-22.96598,-43.17896,,,,,,,Rio de Janeiro,Tembici,JCDECAUX,"RUA RODOLFO DANTAS, E/F Nº 81",-22.965984,-43.179001
